date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:24:45	16359/16359	---M--	200	added ('OK')	image/png	date:Sat,%2016%20Apr%202022%2015:46:04%20GMT	https://roenshcapital.com/favicon.png	C:/My%20Web%20Sites/nexuscapital/roenshcapital.com/favicon.png	(from https://roenshcapital.com/)
11:24:45	16359/16359	---M--	200	added ('OK')	image/png	date:Sat,%2016%20Apr%202022%2015:46:04%20GMT	https://roenshcapital.com/apple-touch-icon.png	C:/My%20Web%20Sites/nexuscapital/roenshcapital.com/apple-touch-icon.png	(from https://roenshcapital.com/)
11:24:46	38524/38524	---M--	200	added ('OK')	image/png	date:Wed,%2021%20Dec%202022%2008:52:27%20GMT	https://roenshcapital.com/images/logo1.png	C:/My%20Web%20Sites/nexuscapital/roenshcapital.com/images/logo1.png	(from https://roenshcapital.com/)
11:24:51	23381/23381	---M--	200	added ('OK')	image/png	etag:%2239513-65af-56ce71dc3d9b2%22	http://gtranslate.net/flags/16.png	C:/My%20Web%20Sites/nexuscapital/gtranslate.net/flags/16.png	(from https://roenshcapital.com/)
11:24:52	28517/28517	---MC-	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2022:27:08%20GMT	https://roenshcapital.com/?a=markets	C:/My%20Web%20Sites/nexuscapital/roenshcapital.com/indexee3a.html	(from https://roenshcapital.com/)
11:24:52	68724/68724	---MC-	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2022:27:07%20GMT	https://roenshcapital.com/?a=home	C:/My%20Web%20Sites/nexuscapital/roenshcapital.com/indexbc14.html	(from https://roenshcapital.com/)
11:24:52	34111/34111	---MC-	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2022:27:08%20GMT	https://roenshcapital.com/?a=about	C:/My%20Web%20Sites/nexuscapital/roenshcapital.com/indexe47e.html	(from https://roenshcapital.com/)
11:24:52	23503/23503	---M--	200	added ('OK')	image/png	etag:%2239512-658a-56ce71dc38e3a%22	http://gtranslate.net/flags/16a.png	C:/My%20Web%20Sites/nexuscapital/gtranslate.net/flags/16a.png	(from https://roenshcapital.com/)
11:24:54	30827/30827	---MC-	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2022:27:14%20GMT	https://roenshcapital.com/?a=plans	C:/My%20Web%20Sites/nexuscapital/roenshcapital.com/index88fd.html	(from https://roenshcapital.com/)
11:24:54	27798/27798	---MC-	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2022:27:15%20GMT	https://roenshcapital.com/?a=legal-docs	C:/My%20Web%20Sites/nexuscapital/roenshcapital.com/index8919.html	(from https://roenshcapital.com/)
11:24:54	26463/26463	---MC-	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2022:27:15%20GMT	https://roenshcapital.com/?a=rules	C:/My%20Web%20Sites/nexuscapital/roenshcapital.com/indexa972.html	(from https://roenshcapital.com/)
11:24:54	79544/79544	---MC-	200	added ('OK')	text/javascript	date:Sat,%2015%20Apr%202023%2022:27:15%20GMT	https://translate.google.com/translate_a/element.js?cb=googleTranslateElementInit2	C:/My%20Web%20Sites/nexuscapital/translate.google.com/translate_a/element7876.js	(from https://roenshcapital.com/)
11:24:55	87327/87327	---M--	200	added ('OK')	image/png	date:Sat,%2016%20Apr%202022%2015:46:06%20GMT	https://roenshcapital.com/img/in-liquid-slide-bg.png	C:/My%20Web%20Sites/nexuscapital/roenshcapital.com/img/in-liquid-slide-bg.png	(from https://roenshcapital.com/)
11:24:55	30408/30408	---MC-	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2022:27:16%20GMT	https://roenshcapital.com/?a=tools	C:/My%20Web%20Sites/nexuscapital/roenshcapital.com/indexf526.html	(from https://roenshcapital.com/)
11:24:55	62/62	---M--	200	added ('OK')	image/gif	date:Sat,%2016%20Apr%202022%2015:46:06%20GMT	https://roenshcapital.com/img/in-lazy.gif	C:/My%20Web%20Sites/nexuscapital/roenshcapital.com/img/in-lazy.gif	(from https://roenshcapital.com/)
11:24:56	25562/25562	---MC-	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2022:27:16%20GMT	https://roenshcapital.com/?a=support	C:/My%20Web%20Sites/nexuscapital/roenshcapital.com/index15a0.html	(from https://roenshcapital.com/)
11:24:56	5747/5747	---MC-	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2022:27:16%20GMT	https://roenshcapital.com/?a=login	C:/My%20Web%20Sites/nexuscapital/roenshcapital.com/indexc30b.html	(from https://roenshcapital.com/)
11:24:56	9236/9236	---MC-	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2022:27:17%20GMT	https://roenshcapital.com/?a=signup	C:/My%20Web%20Sites/nexuscapital/roenshcapital.com/indexcca3.html	(from https://roenshcapital.com/)
11:24:57	58991/58991	---M--	200	added ('OK')	application/javascript	etag:%227046f8f1f574e5f2da66f6cb5ba73b61%22	https://files.coinmarketcap.com/static/widget/coinMarquee.js	C:/My%20Web%20Sites/nexuscapital/files.coinmarketcap.com/static/widget/coinMarquee.js	(from https://roenshcapital.com/)
11:24:57	15131/15131	---M--	200	added ('OK')	image/png	date:Sat,%2016%20Apr%202022%2015:46:06%20GMT	https://roenshcapital.com/img/in-liquid-card-bg.png	C:/My%20Web%20Sites/nexuscapital/roenshcapital.com/img/in-liquid-card-bg.png	(from https://roenshcapital.com/)
11:24:58	68033/68033	---M--	200	added ('OK')	image/png	date:Sat,%2016%20Apr%202022%2015:46:06%20GMT	https://roenshcapital.com/img/in-liquid-3-bg.png	C:/My%20Web%20Sites/nexuscapital/roenshcapital.com/img/in-liquid-3-bg.png	(from https://roenshcapital.com/)
11:24:58	11312/11312	---M--	200	added ('OK')	text/javascript	etag:%22cc5b023b47d67ee826538b1d021b0f31%22	https://s3.tradingview.com/external-embedding/embed-widget-forex-cross-rates.js	C:/My%20Web%20Sites/nexuscapital/s3.tradingview.com/external-embedding/embed-widget-forex-cross-rates.js	(from https://roenshcapital.com/)
11:24:59	2590/2590	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Apr%202022%2015:46:06%20GMT	https://roenshcapital.com/images/3.jpg	C:/My%20Web%20Sites/nexuscapital/roenshcapital.com/images/3.jpg	(from https://roenshcapital.com/)
11:24:59	68724/68724	---MC-	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2022:27:19%20GMT	https://roenshcapital.com/?a=	C:/My%20Web%20Sites/nexuscapital/roenshcapital.com/index5ba7.html	(from https://roenshcapital.com/)
11:24:59	2503/2503	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Apr%202022%2015:46:06%20GMT	https://roenshcapital.com/images/2.jpg	C:/My%20Web%20Sites/nexuscapital/roenshcapital.com/images/2.jpg	(from https://roenshcapital.com/)
11:24:59	2083/2083	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Apr%202022%2015:46:06%20GMT	https://roenshcapital.com/images/1.jpg	C:/My%20Web%20Sites/nexuscapital/roenshcapital.com/images/1.jpg	(from https://roenshcapital.com/)
11:24:59	11676/11676	---M--	200	added ('OK')	text/javascript	etag:%22280218d0fa783520a66173543982823a%22	https://s3.tradingview.com/external-embedding/embed-widget-hotlists.js	C:/My%20Web%20Sites/nexuscapital/s3.tradingview.com/external-embedding/embed-widget-hotlists.js	(from https://roenshcapital.com/)
11:25:00	11314/11314	---M--	200	added ('OK')	text/javascript	etag:%22f905c496548ace8dc2894ed8d1939bda%22	https://s3.tradingview.com/external-embedding/embed-widget-timeline.js	C:/My%20Web%20Sites/nexuscapital/s3.tradingview.com/external-embedding/embed-widget-timeline.js	(from https://roenshcapital.com/)
11:25:00	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Apr%202023%2022:27:21%20GMT	https://roenshcapital.com/p?a=lans	C:/My%20Web%20Sites/nexuscapital/roenshcapital.com/pa470	(from https://roenshcapital.com/)
11:25:00	11052/11052	---M--	200	added ('OK')	application/javascript	date:Sat,%2016%20Apr%202022%2015:46:06%20GMT	https://roenshcapital.com/js/vendors/blockit.min.js	C:/My%20Web%20Sites/nexuscapital/roenshcapital.com/js/vendors/blockit.min.js	(from https://roenshcapital.com/)
11:25:01	2351/2351	---M--	200	added ('OK')	application/javascript	date:Sat,%2016%20Apr%202022%2015:46:06%20GMT	https://roenshcapital.com/js/config-theme.js	C:/My%20Web%20Sites/nexuscapital/roenshcapital.com/js/config-theme.js	(from https://roenshcapital.com/)
11:25:01	134/134	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2015%20Apr%202023%2022:27:22%20GMT	http://code.tidio.co/moklyznmw3fky8zzbxai5gesraw0xggw.js	C:/My%20Web%20Sites/nexuscapital/code.tidio.co/moklyznmw3fky8zzbxai5gesraw0xggw.1c.delayed	(from https://roenshcapital.com/)
11:25:04	89824/89824	---M--	200	added ('OK')	font/woff	date:Sat,%2016%20Apr%202022%2015:46:04%20GMT	https://roenshcapital.com/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/nexuscapital/roenshcapital.com/fonts/fa-brands-400.woff	(from https://roenshcapital.com/css/style1.css)
11:25:06	103300/103300	---M--	200	added ('OK')	font/woff	date:Sat,%2016%20Apr%202022%2015:46:04%20GMT	https://roenshcapital.com/fonts/fa-solid-900.woff	C:/My%20Web%20Sites/nexuscapital/roenshcapital.com/fonts/fa-solid-900.woff	(from https://roenshcapital.com/css/style1.css)
11:25:06	214560/214560	---MCZ	200	added ('OK')	application/javascript	etag:W/%22645b28b7a18fc33c12f0dfa7caf1804f%22	https://widgets.coingecko.com/coingecko-coin-list-widget.js	C:/My%20Web%20Sites/nexuscapital/widgets.coingecko.com/coingecko-coin-list-widget.js	(from https://roenshcapital.com/?a=markets)
11:25:07	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Apr%202023%2022:27:28%20GMT	https://roenshcapital.com/images/privacy-policy.pdf	C:/My%20Web%20Sites/nexuscapital/roenshcapital.com/images/privacy-policy.pdf	(from https://roenshcapital.com/?a=markets)
11:25:07	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Apr%202023%2022:27:28%20GMT	https://roenshcapital.com/images/asic-bizofx.pdf	C:/My%20Web%20Sites/nexuscapital/roenshcapital.com/images/asic-bizofx.pdf	(from https://roenshcapital.com/?a=markets)
11:25:08	3828/3828	---M--	200	added ('OK')	image/png	date:Sat,%2016%20Apr%202022%2015:46:06%20GMT	https://roenshcapital.com/img/in-team-background-1.png	C:/My%20Web%20Sites/nexuscapital/roenshcapital.com/img/in-team-background-1.png	(from https://roenshcapital.com/?a=about)
11:25:08	107338/107338	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20May%202022%2010:47:17%20GMT	https://roenshcapital.com/images/about-2.jpg	C:/My%20Web%20Sites/nexuscapital/roenshcapital.com/images/about-2.jpg	(from https://roenshcapital.com/?a=about)
11:25:10	34099/34099	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Apr%202022%2015:46:06%20GMT	https://roenshcapital.com/img/in-card-background-1.jpg	C:/My%20Web%20Sites/nexuscapital/roenshcapital.com/img/in-card-background-1.jpg	(from https://roenshcapital.com/?a=rules)
11:25:12	449820/449820	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20May%202022%2010:48:47%20GMT	https://roenshcapital.com/images/certificate.jpg	C:/My%20Web%20Sites/nexuscapital/roenshcapital.com/images/certificate.jpg	(from https://roenshcapital.com/?a=about)
11:25:13	96573/96573	---M--	200	added ('OK')	image/png	date:Sat,%2016%20Apr%202022%2015:46:06%20GMT	https://roenshcapital.com/img/in-team-5.png	C:/My%20Web%20Sites/nexuscapital/roenshcapital.com/img/in-team-5.png	(from https://roenshcapital.com/?a=rules)
11:25:13	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Apr%202023%2022:27:34%20GMT	https://roenshcapital.com/images/bizofx.pdf	C:/My%20Web%20Sites/nexuscapital/roenshcapital.com/images/bizofx.pdf	(from https://roenshcapital.com/?a=legal-docs)
11:25:14	315/315	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Apr%202023%2022:27:35%20GMT	https://roenshcapital.com/register.php	C:/My%20Web%20Sites/nexuscapital/roenshcapital.com/register.php	(from https://roenshcapital.com/?a=plans)
11:25:15	57709/57709	---M--	200	added ('OK')	application/javascript	etag:%22d84ed083f24aaeaff421e916ef72024d%22	https://files.coinmarketcap.com/static/widget/coinPriceBlock.js	C:/My%20Web%20Sites/nexuscapital/files.coinmarketcap.com/static/widget/coinPriceBlock.js	(from https://roenshcapital.com/?a=plans)
11:25:15	1150/1150	---M--	200	added ('OK')	image/x-icon	date:Sun,%2018%20Aug%202019%2019:34:34%20GMT	https://roenshcapital.com/favicon.ico	C:/My%20Web%20Sites/nexuscapital/roenshcapital.com/favicon.ico	(from https://roenshcapital.com/?a=login)
11:25:17	117690/117690	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Apr%202022%2015:46:06%20GMT	https://roenshcapital.com/img/in-signin-image.jpg	C:/My%20Web%20Sites/nexuscapital/roenshcapital.com/img/in-signin-image.jpg	(from https://roenshcapital.com/?a=login)
11:25:18	5000/5000	---MC-	200	added ('OK')	text/html	date:Sat,%2015%20Apr%202023%2022:27:38%20GMT	https://roenshcapital.com/?a=forgot_password	C:/My%20Web%20Sites/nexuscapital/roenshcapital.com/index8083.html	(from https://roenshcapital.com/?a=login)
11:25:19	22556/22556	---M--	200	added ('OK')	font/woff	date:Sat,%2016%20Apr%202022%2015:46:04%20GMT	https://roenshcapital.com/fonts/inter-v2-latin-700.woff	C:/My%20Web%20Sites/nexuscapital/roenshcapital.com/fonts/inter-v2-latin-700.woff	(from https://roenshcapital.com/css/style1.css)
11:25:19	22404/22404	---M--	200	added ('OK')	font/woff	date:Sat,%2016%20Apr%202022%2015:46:04%20GMT	https://roenshcapital.com/fonts/inter-v2-latin-500.woff	C:/My%20Web%20Sites/nexuscapital/roenshcapital.com/fonts/inter-v2-latin-500.woff	(from https://roenshcapital.com/css/style1.css)
